,over_draft,credit_usage,credit_history,purpose,Average_Credit_Balance,employment,location,personal_status,other_parties,residence_since,property_magnitude,cc_age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
810,'0<=X<200',8.0,'existing paid',business,'<100','<1',3.0,'male mar/wid',none,2.0,'real estate',26.0,none,own,1.0,skilled,1.0,yes,yes,0
811,'0<=X<200',6.0,'existing paid',radio/tv,'<100','4<=X<7',3.0,'male mar/wid',guarantor,3.0,'real estate',28.0,bank,own,1.0,'unskilled resident',1.0,none,yes,0
812,'<0',36.0,'critical/other existing credit','used car','<100','4<=X<7',4.0,'male single',none,4.0,car,24.0,none,own,2.0,skilled,1.0,yes,yes,1
813,'<0',48.0,'existing paid','domestic appliance','<100','1<=X<4',3.0,'male single',none,4.0,car,54.0,none,own,1.0,skilled,1.0,none,yes,1
814,'<0',48.0,'existing paid','new car','<100','4<=X<7',4.0,'male single',none,4.0,'no known property',46.0,none,'for free',1.0,skilled,2.0,none,yes,1
815,'0<=X<200',36.0,'delayed previously','new car','<100','1<=X<4',2.0,'female div/dep/mar',none,2.0,'life insurance',54.0,none,rent,1.0,skilled,1.0,none,yes,0
816,'no checking',6.0,'existing paid','domestic appliance','500<=X<1000','1<=X<4',1.0,'male div/sep',none,4.0,'real estate',62.0,none,own,1.0,skilled,1.0,none,yes,0
817,'no checking',6.0,'critical/other existing credit',radio/tv,'<100','4<=X<7',1.0,'female div/dep/mar',none,2.0,car,24.0,none,rent,2.0,skilled,1.0,yes,yes,0
818,'<0',36.0,'existing paid',other,'<100',unemployed,2.0,'male div/sep','co applicant',3.0,car,43.0,none,own,1.0,'high qualif/self emp/mgmt',1.0,none,yes,0
819,'<0',18.0,'existing paid',radio/tv,'<100','1<=X<4',4.0,'male mar/wid',none,3.0,'real estate',26.0,bank,own,1.0,skilled,1.0,none,yes,1
820,'no checking',12.0,'existing paid','new car','<100','1<=X<4',3.0,'male mar/wid',none,2.0,'real estate',27.0,none,own,2.0,skilled,1.0,yes,yes,0
821,'>=200',12.0,'existing paid',radio/tv,'<100','1<=X<4',3.0,'male mar/wid',none,1.0,car,24.0,none,own,1.0,skilled,1.0,none,yes,0
822,'<0',36.0,'existing paid',furniture/equipment,'<100','>=7',2.0,'male single',none,2.0,'life insurance',41.0,bank,own,1.0,skilled,2.0,none,yes,1
823,'<0',8.0,'critical/other existing credit','new car','<100','>=7',4.0,'male single',none,4.0,'real estate',47.0,none,own,2.0,'unskilled resident',1.0,none,yes,0
824,'no checking',18.0,'critical/other existing credit',furniture/equipment,'<100','<1',3.0,'male div/sep',none,2.0,car,35.0,none,own,2.0,'high qualif/self emp/mgmt',1.0,yes,yes,0
825,'<0',21.0,'critical/other existing credit','new car','<100','>=7',4.0,'male mar/wid',none,3.0,car,30.0,none,own,2.0,skilled,1.0,yes,yes,0
826,'<0',18.0,'critical/other existing credit','new car','<100','>=7',1.0,'female div/dep/mar',none,4.0,'real estate',33.0,bank,rent,3.0,skilled,1.0,yes,yes,1
827,'no checking',18.0,'no credits/all paid',business,'<100','1<=X<4',2.0,'male single',none,2.0,car,36.0,stores,own,2.0,skilled,2.0,none,yes,1
828,'<0',36.0,'existing paid','used car','no known savings','>=7',3.0,'male single',none,4.0,'no known property',47.0,none,'for free',1.0,skilled,1.0,none,yes,1
829,'0<=X<200',48.0,'delayed previously',business,'no known savings','1<=X<4',4.0,'male single',none,4.0,'no known property',38.0,none,'for free',1.0,skilled,2.0,yes,yes,0
830,'no checking',24.0,'delayed previously',business,'500<=X<1000','1<=X<4',4.0,'male single',none,2.0,car,44.0,none,own,2.0,skilled,2.0,yes,yes,0
831,'<0',18.0,'existing paid','new car','<100','<1',4.0,'female div/dep/mar',none,3.0,car,23.0,none,rent,1.0,skilled,1.0,yes,yes,1
832,'<0',45.0,'no credits/all paid',business,'<100','>=7',2.0,'male single',none,4.0,car,29.0,none,rent,2.0,skilled,1.0,none,yes,1
833,'0<=X<200',24.0,'existing paid',radio/tv,'no known savings','>=7',2.0,'female div/dep/mar',none,4.0,car,42.0,none,own,1.0,skilled,1.0,yes,yes,0
834,'>=200',15.0,'existing paid',radio/tv,'<100','<1',2.0,'female div/dep/mar',none,3.0,'real estate',25.0,none,own,1.0,'unskilled resident',1.0,none,yes,1
835,'<0',12.0,'no credits/all paid','new car','<100','1<=X<4',4.0,'male single',none,4.0,car,48.0,bank,own,2.0,skilled,1.0,none,yes,1
836,'no checking',12.0,'existing paid',radio/tv,'no known savings','1<=X<4',4.0,'female div/dep/mar',none,2.0,car,21.0,none,own,1.0,skilled,1.0,none,yes,0
837,'no checking',4.0,'existing paid',furniture/equipment,'<100','<1',1.0,'female div/dep/mar',none,3.0,'real estate',23.0,none,rent,1.0,'unskilled resident',2.0,none,yes,0
838,'<0',24.0,'critical/other existing credit','used car','<100','>=7',4.0,'male single',none,4.0,'life insurance',63.0,none,own,2.0,skilled,1.0,yes,yes,0
839,'no checking',24.0,'critical/other existing credit',radio/tv,'<100','>=7',4.0,'male mar/wid','co applicant',3.0,'real estate',46.0,none,own,2.0,skilled,1.0,none,yes,0
840,'<0',36.0,'existing paid',furniture/equipment,'<100','4<=X<7',4.0,'male single',none,2.0,'life insurance',29.0,none,own,1.0,skilled,1.0,none,yes,1
841,'no checking',21.0,'delayed previously','used car','<100','1<=X<4',3.0,'male single',none,2.0,'real estate',28.0,stores,own,2.0,'unskilled resident',1.0,none,yes,0
842,'no checking',18.0,'existing paid',repairs,'<100','<1',4.0,'female div/dep/mar',none,4.0,'real estate',23.0,none,own,1.0,skilled,1.0,none,yes,1
843,'no checking',24.0,'all paid',business,'<100','4<=X<7',4.0,'male single',none,4.0,car,50.0,bank,own,1.0,skilled,1.0,yes,yes,0
844,'no checking',18.0,'existing paid',furniture/equipment,'<100','>=7',4.0,'male single',none,4.0,'life insurance',47.0,bank,own,3.0,skilled,2.0,yes,yes,0
845,'0<=X<200',21.0,'existing paid',furniture/equipment,'no known savings','4<=X<7',2.0,'male single',none,3.0,car,35.0,none,own,1.0,skilled,1.0,yes,yes,0
846,'no checking',18.0,'existing paid','new car','no known savings','1<=X<4',2.0,'male single',none,4.0,car,68.0,none,rent,2.0,skilled,1.0,none,yes,1
847,'no checking',24.0,'existing paid','new car','<100','<1',4.0,'male mar/wid',none,2.0,'real estate',28.0,none,own,1.0,skilled,1.0,none,yes,0
848,'<0',9.0,'existing paid',radio/tv,'<100','4<=X<7',3.0,'male single',none,4.0,'real estate',59.0,none,own,1.0,skilled,1.0,none,yes,0
849,'<0',12.0,'existing paid',radio/tv,'<100','>=7',4.0,'male single',none,4.0,'real estate',57.0,stores,own,1.0,'unskilled resident',1.0,none,yes,1
850,'<0',20.0,'critical/other existing credit','new car','<100','1<=X<4',4.0,'male mar/wid',guarantor,2.0,'life insurance',33.0,bank,rent,2.0,skilled,1.0,none,no,1
851,'no checking',24.0,'critical/other existing credit','used car','no known savings','4<=X<7',3.0,'male single',none,4.0,'life insurance',43.0,none,own,2.0,skilled,1.0,yes,yes,0
852,'no checking',15.0,'critical/other existing credit',radio/tv,'<100','1<=X<4',4.0,'male single',none,4.0,'no known property',35.0,none,'for free',2.0,skilled,1.0,yes,yes,0
853,'<0',18.0,'all paid','new car','<100','4<=X<7',4.0,'male single',none,4.0,'no known property',32.0,none,'for free',2.0,'unskilled resident',2.0,none,yes,1
854,'no checking',36.0,'delayed previously','new car','<100','>=7',2.0,'male single',none,2.0,car,45.0,none,own,2.0,skilled,2.0,yes,yes,0
855,'no checking',24.0,'existing paid','new car','100<=X<500','<1',4.0,'male mar/wid',none,3.0,'real estate',33.0,none,own,1.0,skilled,1.0,yes,yes,0
856,'no checking',10.0,'existing paid',retraining,'no known savings','4<=X<7',4.0,'female div/dep/mar',none,3.0,'life insurance',40.0,none,own,1.0,skilled,1.0,yes,yes,0
857,'no checking',15.0,'critical/other existing credit',furniture/equipment,'<100','1<=X<4',4.0,'male single',none,2.0,'no known property',28.0,none,'for free',1.0,skilled,1.0,yes,yes,0
858,'<0',15.0,'existing paid','new car','<100','1<=X<4',3.0,'female div/dep/mar',none,2.0,'life insurance',29.0,none,own,1.0,skilled,1.0,yes,yes,1
859,'no checking',9.0,'existing paid','new car','100<=X<500','1<=X<4',1.0,'male single',guarantor,2.0,'real estate',26.0,none,rent,1.0,skilled,2.0,none,no,0
860,'no checking',24.0,'critical/other existing credit','used car','>=1000','1<=X<4',4.0,'male single',none,2.0,'real estate',27.0,none,own,2.0,skilled,1.0,none,yes,0
861,'no checking',18.0,'delayed previously',business,'<100','1<=X<4',4.0,'male mar/wid',none,2.0,car,28.0,none,own,1.0,skilled,1.0,yes,yes,1
862,'<0',24.0,'existing paid',radio/tv,'<100','<1',4.0,'female div/dep/mar',none,4.0,'real estate',35.0,none,own,1.0,skilled,1.0,yes,yes,1
863,'no checking',27.0,'critical/other existing credit',furniture/equipment,'>=1000','<1',4.0,'male single',none,2.0,'real estate',32.0,stores,own,2.0,'unskilled resident',2.0,yes,yes,0
864,'no checking',10.0,'existing paid',furniture/equipment,'<100','1<=X<4',2.0,'male single',none,2.0,'real estate',25.0,bank,rent,1.0,'unskilled resident',1.0,none,yes,1
865,'no checking',15.0,'existing paid',furniture/equipment,'500<=X<1000','1<=X<4',2.0,'female div/dep/mar',none,4.0,car,20.0,none,rent,1.0,skilled,1.0,none,yes,0
866,'<0',18.0,'existing paid',radio/tv,'<100','<1',4.0,'female div/dep/mar',none,1.0,car,27.0,stores,own,1.0,skilled,1.0,none,yes,0
867,'no checking',12.0,'critical/other existing credit',furniture/equipment,'<100','>=7',2.0,'male single',none,4.0,'life insurance',42.0,stores,own,1.0,skilled,1.0,none,yes,0
868,'no checking',36.0,'existing paid',business,'no known savings','>=7',3.0,'male single',none,2.0,'life insurance',37.0,none,own,2.0,skilled,1.0,none,yes,0
869,'<0',12.0,'existing paid',furniture/equipment,'<100','>=7',4.0,'female div/dep/mar',none,4.0,'life insurance',24.0,none,rent,1.0,skilled,1.0,none,yes,0
870,'no checking',36.0,'delayed previously',furniture/equipment,'500<=X<1000','4<=X<7',2.0,'female div/dep/mar',none,4.0,car,40.0,none,own,2.0,skilled,1.0,yes,yes,0
871,'>=200',6.0,'critical/other existing credit','new car','<100','>=7',1.0,'male single',none,4.0,'real estate',46.0,none,own,2.0,skilled,2.0,none,no,0
872,'<0',24.0,'critical/other existing credit',business,'100<=X<500','4<=X<7',4.0,'male single',none,1.0,'real estate',26.0,none,own,2.0,skilled,1.0,yes,yes,0
873,'no checking',15.0,'existing paid','domestic appliance','no known savings','<1',4.0,'female div/dep/mar',none,1.0,'real estate',24.0,none,own,1.0,skilled,1.0,none,yes,0
874,'<0',12.0,'existing paid',furniture/equipment,'<100','1<=X<4',2.0,'male single','co applicant',2.0,'life insurance',29.0,none,own,1.0,'unskilled resident',2.0,none,yes,0
875,'0<=X<200',11.0,'critical/other existing credit','new car','>=1000','1<=X<4',4.0,'female div/dep/mar',none,4.0,car,40.0,none,own,2.0,skilled,1.0,none,yes,0
876,'<0',18.0,'all paid',radio/tv,'<100','<1',3.0,'male single','co applicant',4.0,'no known property',36.0,bank,'for free',1.0,'high qualif/self emp/mgmt',1.0,yes,yes,0
877,'no checking',36.0,'existing paid',radio/tv,'<100','>=7',4.0,'male single',none,2.0,car,28.0,none,own,1.0,skilled,1.0,none,yes,0
878,'<0',9.0,'existing paid','new car','<100','<1',3.0,'male single',none,2.0,'no known property',27.0,none,'for free',1.0,'high qualif/self emp/mgmt',1.0,yes,yes,1
879,'no checking',30.0,'critical/other existing credit',radio/tv,'no known savings','4<=X<7',2.0,'male single',none,3.0,'life insurance',36.0,none,own,2.0,skilled,1.0,none,yes,0
880,'no checking',24.0,'existing paid','used car','<100','4<=X<7',3.0,'male single',none,3.0,car,38.0,none,own,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,0
881,'no checking',24.0,'existing paid','used car','no known savings','1<=X<4',2.0,'male div/sep',none,4.0,'no known property',48.0,none,'for free',1.0,skilled,1.0,yes,yes,0
882,'0<=X<200',30.0,'critical/other existing credit','new car','no known savings','>=7',4.0,'male single',none,4.0,'real estate',36.0,none,own,2.0,skilled,1.0,none,yes,0
883,'no checking',18.0,'critical/other existing credit',radio/tv,'<100',unemployed,4.0,'female div/dep/mar',none,4.0,car,65.0,none,own,2.0,'unemp/unskilled non res',1.0,none,yes,0
884,'0<=X<200',24.0,'existing paid',furniture/equipment,'<100','4<=X<7',3.0,'male div/sep',none,3.0,car,43.0,none,own,1.0,skilled,1.0,yes,yes,1
885,'<0',12.0,'existing paid',education,'<100','<1',4.0,'female div/dep/mar',none,4.0,'life insurance',53.0,none,own,1.0,skilled,1.0,none,yes,1
886,'0<=X<200',24.0,'critical/other existing credit',business,'no known savings','4<=X<7',4.0,'male single',none,3.0,'no known property',34.0,none,own,2.0,skilled,2.0,yes,yes,0
887,'0<=X<200',48.0,'existing paid',business,'<100','1<=X<4',2.0,'male single',none,2.0,car,23.0,none,own,1.0,skilled,1.0,yes,yes,1
888,'no checking',36.0,'critical/other existing credit','new car','<100','>=7',4.0,'male single',none,4.0,car,34.0,none,own,2.0,'high qualif/self emp/mgmt',1.0,yes,yes,0
889,'no checking',28.0,'all paid','used car','no known savings','<1',3.0,'male single',guarantor,4.0,'real estate',40.0,bank,rent,2.0,skilled,2.0,yes,yes,0
890,'<0',27.0,'critical/other existing credit',business,'<100','>=7',4.0,'male single',none,4.0,car,43.0,stores,own,4.0,'high qualif/self emp/mgmt',2.0,yes,yes,0
891,'no checking',15.0,'critical/other existing credit',radio/tv,'<100','>=7',4.0,'male single',none,4.0,car,46.0,none,own,2.0,skilled,1.0,yes,yes,0
892,'<0',12.0,'critical/other existing credit','new car','<100','1<=X<4',4.0,'male single',none,4.0,'life insurance',38.0,bank,own,2.0,'unskilled resident',1.0,none,no,0
893,'0<=X<200',36.0,'critical/other existing credit','used car','<100','1<=X<4',3.0,'male single',none,4.0,car,34.0,none,own,2.0,skilled,1.0,yes,yes,0
894,'no checking',18.0,'critical/other existing credit',radio/tv,'no known savings','1<=X<4',4.0,'male single',none,3.0,'life insurance',29.0,none,own,2.0,skilled,1.0,yes,yes,0
895,'no checking',36.0,'delayed previously','used car','no known savings','4<=X<7',3.0,'male single',none,2.0,car,31.0,stores,own,1.0,'high qualif/self emp/mgmt',2.0,yes,yes,0
896,'<0',21.0,'existing paid',radio/tv,'<100','<1',4.0,'female div/dep/mar',none,4.0,'life insurance',28.0,none,rent,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,0
897,'no checking',12.0,'critical/other existing credit',furniture/equipment,'>=1000','4<=X<7',3.0,'female div/dep/mar',none,2.0,'life insurance',35.0,none,own,1.0,skilled,1.0,none,no,0
898,'no checking',15.0,'existing paid',furniture/equipment,'no known savings','4<=X<7',1.0,'female div/dep/mar',none,4.0,'real estate',33.0,bank,rent,1.0,'unskilled resident',1.0,none,yes,0
899,'<0',18.0,'existing paid',furniture/equipment,'<100','1<=X<4',2.0,'male single','co applicant',3.0,car,42.0,none,own,1.0,skilled,1.0,none,yes,1
900,'<0',16.0,'critical/other existing credit','new car','<100','>=7',2.0,'male single',guarantor,4.0,'life insurance',43.0,bank,rent,1.0,skilled,1.0,yes,yes,1
901,'no checking',20.0,'critical/other existing credit','new car','no known savings','<1',2.0,'male div/sep',none,4.0,'real estate',44.0,none,own,2.0,skilled,1.0,yes,yes,0
902,'no checking',36.0,'critical/other existing credit','used car','no known savings','>=7',2.0,'male single',none,4.0,'no known property',42.0,none,'for free',2.0,skilled,1.0,none,yes,0
903,'no checking',15.0,'existing paid',radio/tv,'no known savings','1<=X<4',4.0,'male mar/wid',none,2.0,'real estate',40.0,none,rent,1.0,skilled,1.0,yes,yes,0
904,'no checking',24.0,'existing paid',radio/tv,'<100','>=7',4.0,'male single',none,1.0,'real estate',36.0,none,own,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,0
905,'<0',12.0,'existing paid',radio/tv,'<100','1<=X<4',2.0,'male single',none,2.0,'real estate',20.0,none,rent,1.0,'high qualif/self emp/mgmt',2.0,yes,yes,0
906,'<0',21.0,'existing paid','new car','no known savings','4<=X<7',2.0,'male single','co applicant',2.0,'real estate',24.0,none,own,1.0,'unskilled resident',1.0,none,no,0
907,'0<=X<200',36.0,'existing paid',education,'no known savings','1<=X<4',2.0,'male mar/wid',none,2.0,car,27.0,none,own,1.0,skilled,1.0,none,yes,0
908,'no checking',15.0,'delayed previously','used car','<100','<1',1.0,'female div/dep/mar',none,2.0,'life insurance',46.0,none,own,2.0,'unskilled resident',1.0,none,yes,0
909,'0<=X<200',9.0,'existing paid','new car','no known savings','1<=X<4',1.0,'female div/dep/mar',none,2.0,'real estate',33.0,none,own,1.0,'unskilled resident',1.0,none,yes,0
910,'no checking',36.0,'delayed previously',radio/tv,'<100','1<=X<4',4.0,'female div/dep/mar',none,4.0,'real estate',34.0,none,own,2.0,skilled,1.0,none,yes,0
911,'0<=X<200',24.0,'critical/other existing credit',furniture/equipment,'<100','<1',2.0,'female div/dep/mar',none,4.0,car,25.0,bank,own,1.0,'unskilled resident',1.0,none,yes,1
912,'0<=X<200',30.0,'existing paid',radio/tv,'no known savings','>=7',2.0,'female div/dep/mar',none,4.0,car,25.0,none,own,1.0,skilled,1.0,none,yes,0
913,'no checking',11.0,'existing paid',business,'>=1000','>=7',1.0,'male div/sep',none,2.0,'real estate',28.0,none,own,1.0,skilled,1.0,yes,yes,0
914,'<0',24.0,'all paid',business,'<100','1<=X<4',4.0,'male single',none,2.0,'life insurance',31.0,none,rent,1.0,skilled,1.0,yes,yes,1
915,'0<=X<200',48.0,'no credits/all paid',other,'<100','1<=X<4',1.0,'female div/dep/mar',none,2.0,'life insurance',32.0,bank,own,1.0,'high qualif/self emp/mgmt',1.0,yes,no,1
916,'no checking',10.0,'existing paid','used car','100<=X<500','1<=X<4',1.0,'male single','co applicant',2.0,'real estate',32.0,none,own,1.0,skilled,2.0,none,yes,0
917,'<0',6.0,'existing paid','new car','<100','>=7',1.0,'male single',none,4.0,'no known property',68.0,bank,own,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,1
918,'<0',24.0,'existing paid',furniture/equipment,'100<=X<500',unemployed,1.0,'male div/sep',none,1.0,'life insurance',33.0,none,own,1.0,skilled,1.0,none,yes,1
919,'<0',24.0,'existing paid',furniture/equipment,'<100','>=7',4.0,'male single',none,2.0,'life insurance',39.0,none,rent,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,1
920,'no checking',18.0,'critical/other existing credit',furniture/equipment,'<100','1<=X<4',4.0,'female div/dep/mar',none,2.0,'no known property',28.0,none,own,2.0,skilled,1.0,none,yes,0
921,'no checking',48.0,'delayed previously',radio/tv,'500<=X<1000','4<=X<7',4.0,'male single',none,1.0,car,37.0,none,own,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,0
922,'<0',9.0,'existing paid',radio/tv,'<100','<1',3.0,'female div/dep/mar',none,4.0,'life insurance',22.0,none,rent,1.0,skilled,1.0,none,yes,1
923,'0<=X<200',12.0,'existing paid','new car','<100','4<=X<7',3.0,'male single',none,4.0,'life insurance',30.0,none,rent,1.0,skilled,2.0,yes,yes,0
924,'<0',24.0,'all paid',furniture/equipment,'<100','<1',2.0,'male div/sep',none,1.0,'life insurance',55.0,bank,own,1.0,skilled,1.0,yes,yes,1
925,'<0',12.0,'all paid','new car','<100','<1',4.0,'male single',none,2.0,car,46.0,bank,own,2.0,skilled,1.0,yes,yes,1
926,'<0',18.0,'critical/other existing credit',furniture/equipment,'<100','<1',4.0,'female div/dep/mar',none,4.0,'life insurance',21.0,none,rent,1.0,skilled,1.0,none,yes,0
927,'<0',48.0,'existing paid','used car','<100','4<=X<7',4.0,'male single',none,4.0,'no known property',39.0,stores,'for free',3.0,skilled,2.0,yes,yes,1
928,'no checking',30.0,'existing paid',radio/tv,'no known savings','>=7',4.0,'male single',none,4.0,car,58.0,none,own,1.0,skilled,1.0,yes,yes,0
929,'<0',12.0,'delayed previously','new car','<100','1<=X<4',4.0,'male single',none,2.0,'real estate',43.0,none,own,2.0,'unskilled resident',2.0,none,yes,0
930,'<0',24.0,'existing paid',furniture/equipment,'<100','<1',4.0,'male single','co applicant',1.0,'life insurance',24.0,none,own,1.0,'unskilled resident',1.0,none,no,0
931,'0<=X<200',9.0,'existing paid',radio/tv,'<100','<1',4.0,'female div/dep/mar',none,2.0,car,22.0,none,own,1.0,skilled,1.0,yes,yes,1
932,'no checking',9.0,'critical/other existing credit','new car','<100','1<=X<4',3.0,'male single',none,1.0,'real estate',30.0,none,own,2.0,skilled,1.0,none,yes,0
933,'no checking',12.0,'critical/other existing credit',radio/tv,'500<=X<1000','>=7',4.0,'male single',none,4.0,'life insurance',42.0,none,own,2.0,skilled,2.0,yes,yes,0
934,'<0',12.0,'existing paid',radio/tv,'<100','1<=X<4',4.0,'female div/dep/mar',none,1.0,car,23.0,bank,own,1.0,skilled,1.0,none,yes,0
935,'0<=X<200',30.0,'delayed previously',radio/tv,'100<=X<500','<1',4.0,'male single',none,3.0,'no known property',30.0,stores,own,2.0,'high qualif/self emp/mgmt',1.0,none,yes,1
936,'>=200',9.0,'existing paid',radio/tv,'<100','1<=X<4',3.0,'female div/dep/mar',none,2.0,'real estate',28.0,none,own,1.0,'unskilled resident',1.0,none,yes,1
937,'0<=X<200',6.0,'existing paid',radio/tv,'<100','<1',4.0,'male mar/wid',none,3.0,car,30.0,none,rent,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,0
938,'0<=X<200',60.0,'existing paid',education,'<100','1<=X<4',4.0,'male single',none,4.0,'no known property',42.0,none,'for free',1.0,skilled,1.0,none,yes,1
939,'no checking',24.0,'critical/other existing credit','used car','no known savings','1<=X<4',2.0,'male single',none,4.0,'life insurance',46.0,none,own,2.0,'high qualif/self emp/mgmt',2.0,yes,yes,0
940,'no checking',12.0,'existing paid','new car','no known savings','<1',2.0,'male single',none,3.0,'life insurance',45.0,none,own,1.0,'high qualif/self emp/mgmt',2.0,yes,yes,0
941,'no checking',10.0,'existing paid','new car','<100','1<=X<4',3.0,'male single',none,2.0,'real estate',31.0,none,own,1.0,'unskilled resident',2.0,none,no,0
942,'no checking',24.0,'existing paid',furniture/equipment,'no known savings','4<=X<7',4.0,'male single',none,2.0,car,31.0,stores,own,1.0,skilled,1.0,yes,yes,0
943,'no checking',4.0,'critical/other existing credit','new car','<100','4<=X<7',2.0,'male single',none,1.0,'real estate',42.0,none,own,3.0,'unskilled resident',2.0,none,yes,0
944,'<0',15.0,'existing paid',furniture/equipment,'<100','<1',4.0,'female div/dep/mar',guarantor,1.0,'life insurance',46.0,none,rent,1.0,skilled,1.0,none,yes,0
945,'0<=X<200',48.0,'no credits/all paid','new car','500<=X<1000','<1',1.0,'female div/dep/mar',none,1.0,car,30.0,none,own,2.0,skilled,1.0,none,yes,0
946,'<0',24.0,'all paid',furniture/equipment,'500<=X<1000','<1',4.0,'male single',none,4.0,'no known property',30.0,none,'for free',1.0,skilled,2.0,yes,yes,1
947,'no checking',12.0,'existing paid','new car','no known savings',unemployed,4.0,'male single',none,4.0,'no known property',38.0,none,own,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,0
948,'no checking',18.0,'existing paid',furniture/equipment,'<100','<1',4.0,'male mar/wid','co applicant',1.0,'life insurance',43.0,none,own,1.0,'unskilled resident',2.0,none,yes,1
949,'no checking',24.0,'existing paid',radio/tv,'100<=X<500','>=7',2.0,'male single',none,4.0,car,31.0,none,own,2.0,skilled,1.0,none,yes,1
950,'0<=X<200',18.0,'critical/other existing credit',business,'<100',unemployed,3.0,'male mar/wid',none,3.0,car,40.0,none,own,3.0,'unemp/unskilled non res',2.0,yes,yes,0
951,'<0',36.0,'delayed previously',business,'<100','4<=X<7',2.0,'male single',none,1.0,car,24.0,none,own,2.0,skilled,1.0,yes,yes,1
952,'0<=X<200',24.0,'existing paid','used car','500<=X<1000','<1',3.0,'female div/dep/mar',none,4.0,car,28.0,none,rent,1.0,skilled,1.0,none,yes,1
953,'no checking',36.0,'existing paid',furniture/equipment,'<100',unemployed,4.0,'female div/dep/mar',none,2.0,car,26.0,none,own,2.0,'high qualif/self emp/mgmt',1.0,yes,yes,1
954,'<0',12.0,'existing paid','new car','<100','1<=X<4',4.0,'female div/dep/mar',guarantor,4.0,'life insurance',29.0,none,own,1.0,skilled,1.0,yes,yes,0
955,'<0',24.0,'critical/other existing credit',radio/tv,'>=1000','>=7',4.0,'female div/dep/mar',none,4.0,'life insurance',57.0,none,rent,2.0,'high qualif/self emp/mgmt',1.0,yes,yes,0
956,'>=200',30.0,'critical/other existing credit',radio/tv,'no known savings','>=7',4.0,'male single',none,4.0,'life insurance',49.0,stores,own,2.0,'unskilled resident',1.0,none,yes,0
957,'0<=X<200',9.0,'critical/other existing credit',radio/tv,'<100','>=7',2.0,'male single',none,4.0,'real estate',37.0,none,own,3.0,'unskilled resident',1.0,none,yes,0
958,'<0',28.0,'existing paid','new car','<100','1<=X<4',3.0,'male single',none,2.0,car,45.0,none,own,1.0,'unskilled resident',1.0,none,yes,1
959,'0<=X<200',24.0,'existing paid',furniture/equipment,'100<=X<500','>=7',4.0,'male single',none,4.0,'no known property',30.0,none,'for free',1.0,skilled,1.0,none,yes,0
960,'no checking',6.0,'critical/other existing credit',radio/tv,'<100','>=7',2.0,'male mar/wid',none,2.0,'real estate',30.0,none,rent,2.0,skilled,1.0,none,yes,0
961,'0<=X<200',21.0,'delayed previously','new car','<100','1<=X<4',1.0,'male div/sep',none,4.0,'life insurance',47.0,none,own,2.0,skilled,1.0,none,yes,0
962,'no checking',15.0,'existing paid','new car','no known savings','1<=X<4',3.0,'male single',none,2.0,'no known property',29.0,none,own,1.0,skilled,1.0,none,yes,0
963,'no checking',24.0,'existing paid',radio/tv,'500<=X<1000','>=7',3.0,'male single',none,2.0,car,35.0,bank,own,2.0,skilled,1.0,yes,yes,1
964,'0<=X<200',6.0,'existing paid',repairs,'<100','<1',3.0,'male mar/wid',none,1.0,'life insurance',22.0,none,own,1.0,'unskilled resident',1.0,none,yes,0
965,'0<=X<200',30.0,'existing paid',radio/tv,'no known savings','1<=X<4',4.0,'female div/dep/mar',none,1.0,car,26.0,none,own,1.0,skilled,1.0,none,yes,0
966,'0<=X<200',27.0,'critical/other existing credit',radio/tv,'500<=X<1000','1<=X<4',4.0,'male single',none,2.0,'life insurance',23.0,none,own,2.0,'unskilled resident',1.0,none,yes,1
967,'no checking',15.0,'existing paid',radio/tv,'<100','>=7',4.0,'female div/dep/mar',none,2.0,car,54.0,bank,rent,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,0
968,'no checking',42.0,'existing paid',radio/tv,'no known savings','4<=X<7',2.0,'male mar/wid',none,4.0,'life insurance',29.0,none,rent,1.0,skilled,1.0,yes,yes,0
969,'<0',11.0,'critical/other existing credit','new car','<100','1<=X<4',1.0,'male single',none,2.0,'real estate',40.0,none,own,2.0,'unskilled resident',2.0,none,yes,0
970,'0<=X<200',15.0,'existing paid',repairs,'100<=X<500','1<=X<4',4.0,'male single',guarantor,2.0,'real estate',22.0,none,own,1.0,skilled,1.0,none,yes,0
971,'no checking',24.0,'existing paid','new car','<100','1<=X<4',1.0,'male single',none,4.0,'life insurance',43.0,none,own,1.0,'unskilled resident',2.0,none,yes,0
972,'<0',24.0,'all paid','new car','<100',unemployed,1.0,'female div/dep/mar','co applicant',4.0,'no known property',29.0,none,rent,2.0,'unemp/unskilled non res',1.0,none,yes,1
973,'<0',60.0,'existing paid',business,'<100','>=7',4.0,'male single','co applicant',4.0,'no known property',36.0,none,rent,1.0,skilled,1.0,none,yes,1
